Date,AGIX,AMT,BRK-B,CAT,COST,GE,GLD,JNJ,MSFT,MU,NEE,NVDA,PLD,SPY,UNH,V,VTRS,XLP,XOM
2022-10-05,,187.023681640625,279.3599853515625,167.33367919921875,458.874267578125,41.2280158996582,159.80999755859375,148.10592651367188,241.62106323242188,53.6788444519043,73.5147933959961,13.176345825195312,93.81854248046875,358.9192810058594,490.7865295410156,182.31202697753906,7.789658546447754,61.9588508605957,87.50946807861328
2022-10-06,,177.35548400878906,276.30999755859375,167.737060546875,460.9474182128906,40.48219680786133,159.6300048828125,145.2354736328125,239.28436279296875,53.57095718383789,70.9435043334961,13.097537994384766,90.6865005493164,355.2166748046875,483.3930969238281,180.2914581298828,7.5860066413879395,61.05448532104492,90.10507202148438
2022-10-07,,171.2237091064453,269.0400085449219,166.55508422851562,447.2476806640625,39.467384338378906,157.8800048828125,143.70159912109375,227.1160125732422,52.00328826904297,68.98360443115234,12.04614543914795,89.29845428466797,345.3082580566406,470.0961608886719,178.5816650390625,7.41629695892334,60.14105987548828,89.19570922851562
2022-10-10,,166.78102111816406,266.92999267578125,167.6057586669922,445.48974609375,39.724143981933594,155.47999572753906,143.88998413085938,222.27781677246094,50.499515533447266,68.99259185791016,11.64115047454834,87.9993667602539,342.67181396484375,464.51849365234375,176.97877502441406,7.424783229827881,60.35810470581055,87.26223754882812
2022-10-11,,166.50831604003906,267.30999755859375,168.61888122558594,450.9448547363281,39.125038146972656,155.16000366210938,145.97105407714844,218.55459594726562,52.789588928222656,68.35428619384766,11.557356834411621,89.53868103027344,340.50164794921875,465.4030456542969,174.02554321289062,7.967852592468262,60.85551452636719,86.52064514160156
2022-10-12,,161.68731689453125,264.0,168.38436889648438,445.556640625,39.577423095703125,155.99000549316406,145.9351806640625,218.88421630859375,51.84603500366211,65.40540313720703,11.471570014953613,89.36072540283203,339.3785095214844,465.5427551269531,173.15126037597656,7.967852592468262,61.181087493896484,86.90028381347656
2022-10-13,,167.01852416992188,275.7799987792969,171.79891967773438,447.0947570800781,41.53367614746094,154.91000366210938,148.14183044433594,227.1160125732422,53.91987609863281,65.71109008789062,11.930432319641113,91.22036743164062,348.3350524902344,474.8077392578125,179.38795471191406,8.18847370147705,62.19398498535156,89.93733215332031
2022-10-14,,163.43798828125,272.6700134277344,167.1554718017578,434.35040283203125,41.3074836730957,152.97999572753906,147.5229034423828,221.6087646484375,51.81654739379883,64.52434539794922,11.199243545532227,88.5599365234375,340.3969421386719,477.8061828613281,177.40618896484375,8.103620529174805,61.07255554199219,87.57125854492188
2022-10-17,,169.34107971191406,277.0199890136719,169.60385131835938,443.4453125,41.95549392700195,153.4199981689453,149.43353271484375,230.30596923828125,52.583187103271484,66.21456909179688,11.858610153198242,93.63167572021484,349.1441345214844,485.95379638671875,179.9611053466797,8.154532432556152,61.73275375366211,88.8337631225586
2022-10-18,,173.50222778320312,281.6700134277344,172.18356323242188,452.1390075683594,43.220947265625,153.75,148.9132537841797,231.24649047851562,51.64945983886719,67.4822006225586,11.937414169311523,94.18334197998047,353.24639892578125,486.2611083984375,181.8262939453125,8.154532432556152,62.537654876708984,88.99267578125
2022-10-19,,168.02146911621094,278.3399963378906,172.99029541015625,450.3812255859375,43.11701965332031,151.69000244140625,147.7292022705078,229.28790283203125,52.1212272644043,66.20555114746094,12.02120590209961,90.76659393310547,350.7431640625,484.50115966796875,181.08799743652344,7.959367275238037,62.248252868652344,91.6324234008789
2022-10-20,,165.39105224609375,273.5299987792969,169.35995483398438,443.87518310546875,42.77467727661133,151.4499969482422,148.10592651367188,228.96795654296875,52.779754638671875,63.5084228515625,12.163853645324707,91.1669921875,347.8020935058594,485.0226135253906,181.87486267089844,7.925426483154297,61.380062103271484,91.75601196289062
2022-10-21,,165.00393676757812,282.510009765625,179.63449096679688,456.82977294921875,44.516963958740234,154.14999389648438,151.33522033691406,234.75634765625,55.0894775390625,64.41646575927734,12.4351806640625,91.71866607666016,356.254150390625,496.9880676269531,184.93490600585938,7.959367275238037,62.32059860229492,93.4599609375
2022-10-24,,163.1036834716797,287.4800109863281,180.6544189453125,474.7808532714844,44.84708786010742,153.64999389648438,153.37144470214844,239.7303466796875,55.27622985839844,65.88190460205078,12.567851066589355,91.97669982910156,360.61346435546875,504.3161926269531,185.2652587890625,8.086649894714355,63.44203186035156,94.11326599121094
2022-10-25,,172.01547241210938,289.239990234375,183.99737548828125,476.7775573730469,44.62700271606445,154.0,153.1292266845703,243.0366668701172,54.912567138671875,68.20143127441406,13.228214263916016,96.38999938964844,366.3719177246094,503.03118896484375,188.8304901123047,8.298786163330078,64.27406311035156,93.47761535644531
2022-10-26,,173.23829650878906,288.5199890136719,185.99942016601562,477.15020751953125,46.13086700439453,154.97999572753906,154.47474670410156,224.2848358154297,54.49976348876953,67.96768951416016,12.864118576049805,97.7602767944336,363.61163330078125,505.77813720703125,197.52491760253906,8.460010528564453,64.69911193847656,94.59002685546875
2022-10-27,,174.78663635253906,289.8800048828125,200.3346710205078,475.2264099121094,46.46098709106445,154.74000549316406,154.564453125,219.85382080078125,51.315284729003906,67.85081481933594,13.143424987792969,98.77462768554688,361.6700134277344,504.5024719238281,198.45751953125,8.375155448913574,64.75337219238281,94.95198059082031
2022-10-28,,180.0914764404297,299.6300048828125,207.13400268554688,488.9412536621094,47.88538360595703,153.16000366210938,156.86080932617188,228.69644165039062,53.11392593383789,71.0514144897461,13.799798011779785,100.5274887084961,370.2743225097656,513.2926635742188,203.3633575439453,8.544865608215332,66.17325592041016,97.7330093383789
2022-10-31,,182.2732391357422,295.0899963378906,204.41427612304688,479.9735107421875,47.56749725341797,151.91000366210938,156.0535125732422,225.0701904296875,53.17289733886719,69.67588806152344,13.463632583618164,98.54327392578125,367.5997009277344,516.933349609375,201.24562072753906,8.595778465270996,65.78436279296875,97.83011627197266
2022-11-01,,182.8802490234375,294.1300048828125,206.3407440185547,478.4996337890625,47.8120231628418,153.4600067138672,155.2641143798828,221.23065185546875,53.91987609863281,69.86466979980469,13.509517669677734,96.58575439453125,365.9912414550781,509.63311767578125,201.02212524414062,8.697601318359375,65.57636260986328,98.80130004882812
2022-11-02,,180.5137481689453,289.4599914550781,202.60110473632812,462.7557373046875,47.31684112548828,152.38999938964844,152.87806701660156,213.4060821533203,52.53403854370117,69.47807312011719,13.186319351196289,94.97525024414062,356.80621337890625,506.020263671875,195.21287536621094,8.544865608215332,64.4368667602539,96.77069854736328
2022-11-03,,177.11793518066406,283.8500061035156,207.0584259033203,465.4163513183594,47.915950775146484,151.80999755859375,153.13816833496094,207.73399353027344,52.56352996826172,70.2872085571289,13.387818336486816,96.10527038574219,353.13226318359375,506.1878356933594,189.1898956298828,8.205446243286133,64.21979522705078,98.0861587524414
2022-11-04,,179.39645385742188,287.4700012207031,215.17044067382812,465.53118896484375,49.5604248046875,156.47000122070312,153.8199005126953,214.6568145751953,55.197608947753906,70.8446273803711,14.121003150939941,95.75824737548828,358.21490478515625,501.1222839355469,191.3562469482422,8.230900764465332,64.97947692871094,99.15442657470703
2022-11-07,,177.7249755859375,290.19000244140625,215.8881378173828,467.57940673828125,51.02149963378906,155.85000610351562,155.16542053222656,220.93972778320312,55.59075164794922,69.48706817626953,14.265644073486328,96.92388153076172,361.64141845703125,507.5008850097656,194.3871612548828,9.308560371398926,65.55828094482422,100.32862854003906
2022-11-08,,178.604736328125,292.6099853515625,217.02134704589844,471.6086730957031,51.35162353515625,159.4499969482422,155.93687438964844,221.90933227539062,56.50481033325195,70.36813354492188,14.565901756286621,97.65348815917969,363.59259033203125,514.9779663085938,196.01919555664062,9.418867111206055,65.7481918334961,100.6464614868164
2022-11-09,,176.86279296875,288.6499938964844,212.98895263671875,468.9384460449219,50.83198547363281,158.64999389648438,154.6900177001953,217.68194580078125,55.0108528137207,70.3051986694336,13.741942405700684,96.79930877685547,356.1018371582031,503.44091796875,188.81442260742188,9.1897611618042,65.03373718261719,96.14385986328125
2022-11-10,,194.33445739746094,303.20001220703125,219.5144500732422,491.1042785644531,52.19525909423828,163.47999572753906,156.50198364257812,235.59024047851562,59.23716354370117,74.80042266845703,15.711060523986816,105.29670715332031,375.671142578125,506.709228515625,200.14735412597656,9.622518539428711,66.56211853027344,97.55644226074219
2022-11-11,,196.41062927246094,309.7200012207031,223.32962036132812,493.34381103515625,52.76378631591797,164.55999755859375,151.81959533691406,239.59463500976562,61.4486083984375,74.89930725097656,16.286632537841797,103.33029174804688,379.3070983886719,486.1401062011719,199.5924072265625,9.707374572753906,66.48978424072266,100.60232543945312
2022-11-14,,189.47828674316406,308.9100036621094,223.33908081054688,487.8023681640625,52.47034454345703,164.9199981689453,154.2056427001953,234.2037353515625,60.721290588378906,73.41590118408203,16.254716873168945,100.10039520263672,376.0804443359375,478.38348388671875,201.4033203125,9.809199333190918,65.96524810791016,100.8960189819336
2022-11-15,,193.17320251464844,309.9800109863281,221.53533935546875,503.87164306640625,53.27119445800781,165.5,154.63621520996094,234.61094665527344,62.0186653137207,74.53970336914062,16.62479591369629,100.32283782958984,379.2879943847656,468.3828125,204.45077514648438,9.605547904968262,66.51691436767578,101.57239532470703
2022-11-16,,192.79490661621094,308.760009765625,219.486083984375,501.6129455566406,51.901817321777344,165.1199951171875,155.5960235595703,235.03875732421875,57.86115264892578,75.80734252929688,15.870667457580566,101.12364196777344,376.39453125,476.306884765625,204.59678649902344,9.401895523071289,66.84248352050781,100.48662567138672
2022-11-17,,190.3228302001953,307.44000244140625,217.61631774902344,498.9427490234375,52.20137405395508,163.9199981689453,156.85183715820312,234.99012756347656,57.7333869934082,74.03622436523438,15.638242721557617,99.93133544921875,375.24285888671875,479.8360595703125,205.42442321777344,9.300069808959961,66.82440185546875,100.62013244628906
2022-11-18,,189.962158203125,310.760009765625,218.55120849609375,501.19189453125,52.25639343261719,162.7899932861328,158.05386352539062,234.54286193847656,57.576133728027344,74.80042266845703,15.370905876159668,101.9333267211914,376.94659423828125,493.5147399902344,205.2394256591797,9.334013938903809,67.53886413574219,99.74797058105469
2022-11-21,,193.46353149414062,311.20001220703125,219.25001525878906,500.90472412109375,52.50703048706055,161.8800048828125,158.86636352539062,235.34988403320312,56.18046188354492,75.16004180908203,15.279133796691895,102.28035736083984,375.5759582519531,481.58660888671875,200.87759399414062,9.410383224487305,68.18094635009766,98.76009368896484
2022-11-22,,191.89756774902344,315.760009765625,224.05674743652344,509.1164855957031,53.36901092529297,162.07000732421875,159.63375854492188,238.24740600585938,57.615440368652344,75.61853790283203,15.998348236083984,103.01887512207031,380.6300354003906,487.0804443359375,204.7817840576172,9.496166229248047,68.67835998535156,101.61688232421875
2022-11-23,,192.00315856933594,316.17999267578125,223.7357177734375,511.5473937988281,53.717464447021484,163.0800018310547,159.80528259277344,240.726806640625,57.92013168334961,76.73448944091797,16.478160858154297,102.79643249511719,383.0286865234375,493.2447814941406,206.14486694335938,9.453274726867676,68.91351318359375,101.10960388183594
2022-11-25,,193.61306762695312,317.42999267578125,222.58358764648438,510.7530517578125,53.88251876831055,163.22000122070312,160.01295471191406,240.6393280029297,57.409034729003906,77.114013671875,16.229780197143555,103.56163787841797,382.9429931640625,500.6102294921875,208.15052795410156,9.556211471557617,68.95873260498047,100.75361633300781
2022-11-28,,188.17626953125,313.2699890136719,219.372802734375,508.13055419921875,52.250274658203125,161.92999267578125,160.0941925048828,235.06787109375,54.794620513916016,75.65921783447266,15.787872314453125,99.17501831054688,376.8324279785156,495.6285705566406,205.68722534179688,9.48758602142334,68.69646453857422,97.72772216796875
